"en_airport","ko_airport","iata_code","icao_code","region","en_country","ko_country","en_city","ko_city","time_diff","des"
Seal Bay Seaplane Base,씰 베이 수상비행기 기지,SYB,n/a,북미캐나다,United States,미국,Seal Bay,실 베이,-17.0,실 베이
Seattle Tacoma International Airport,시애틀 타코마 국제공항,SEA,KSEA,북미캐나다,United States,미국,Seattle,시애틀,-16.0,시애틀
Sechelt Aerodrome,세첼트 비행장,YHS,CAP3,북미캐나다,Canada,캐나다,Sechelt,세셸트,-17.0,세셸트
Seghe Airport,세게 공항,EGM,AGGS,아시아태평양,Solomon Islands,솔로몬 제도,Seghe,세게,2.0,세게
Sei Bati Airport,세이바티 공항,TJB,WIBT,아시아태평양,Indonesia,인도네시아,Tanjung Balai,탄중 발라이,-2.0,탄중 발라이
SeinAjoki Airport,세이나요키 공항,SJY,EFSI,유럽,Finland,핀란드,SeinAjoki,세인아조키,-7.0,세인아조키
Selaparang Airport,셀라파랑 공항,AMI,WADA,아시아태평양,Indonesia,인도네시아,Mataram,마타람,-1.0,마타람
Selawik Airport,셀라윅 공항,WLK,PASK,북미캐나다,United States,미국,Selawik,셀라윅,-18.0,셀라윅
Seldovia Airport,셀도비아 공항,SOV,PASO,북미캐나다,United States,미국,Seldovia,셀도비아,-17.0,셀도비아
Selebi Phikwe Airport,셀레비 피크웨 공항,PKW,FBSP,중동아프리카,Botswana,보츠와나,Selebi-Phikwe,셀레비-피크웨,-7.0,셀레비-피크웨
Seletar Airport,셀레타르 공항,XSP,WSSL,아시아태평양,Singapore,싱가포르,Singapore,싱가포르,-1.0,싱가포르
Selfridge Air National Guard Base,셀프리지 공군기지,MTC,KMTC,북미캐나다,United States,미국,Mount Clemens,마운트 클레멘스,-13.0,마운트 클레멘스
Semera Airport,세메라 공항,SZE,HASM,중동아프리카,Ethiopia,이디오피아,Semera,세메라,-6.0,세메라
Semey Airport,세메이 공항,PLX,UASS,아시아태평양,Kazakhstan,카자흐스탄,Semey,세메이,-4.0,세메이
Semnan Municipal Airport,셈난 시립공항,SNX,OIIS,중동아프리카,Iran,이란,Semnan,셈난,-5.5,셈난
Sena Madureira Airport,세나 마두레이라 공항,ZMD,n/a,중남미,Brazil,브라질,Sena Madureira,세나 마두레이라,-13.0,세나 마두레이라
Senador Nilo Coelho Airport,세나도르 닐로 코엘료 공항,PNZ,SBPL,중남미,Brazil,브라질,Petrolina,페트롤리나,-12.0,페트롤리나
Senadora Eunice Michiles Airport,세나도라 유니스 미킬레스 공항,OLC,SDCG,중남미,Brazil,브라질,Sao Paulo,상파울루,-12.0,상파울루
Senai International Airport,세나이 국제공항,JHB,WMKJ,아시아태평양,Malaysia,말레이시아,Johor Bahru,조호르바루,-1.0,조호르바루
Sendai Airport,센다이 공항,SDJ,RJSS,아시아태평양,Japan,일본,Sendai,센다이,0.0,센다이
Sentani Airport,센타니 공항,DJJ,WAJJ,아시아태평양,Indonesia,인도네시아,Jayapura,자야푸라,2.0,자야푸라
Seosan Air Base,서산 공군기지,n/a,RKTP,아시아태평양,South Korea,대한민국,Seosan,서산,0.0,서산
Sepe Tiaraju Airport,세페 티아라주 공항,GEL,SBNM,중남미,Brazil,브라질,Santo angelo,산투 안젤루,-12.0,산투 안젤루
Sept Iles Airport,셉트일 공항,YZV,CYZV,북미캐나다,Canada,캐나다,Sept-Iles,셉틸,-13.0,셉틸
Serafin Enoss Bertaso Airport,세라핀 에노스 베르타소 공항,XAP,SBCH,중남미,Brazil,브라질,Chapeco,샤페코,-12.0,샤페코
Seronera Airstrip,세로네라 활주로,SEU,HTSN,중동아프리카,Tanzania,탄자니아,Seronera,세로네라,-6.0,세로네라
Serra Talhada Santa Magalhaes Airport,세라 탈하다 산타 마갈랴에스 공항,SET,n/a,중남미,Brazil,브라질,Serra Talhada,세라 탈하다,-12.0,세라 탈하다
Serui Airport,세루이 공항,ZRI,WABO,아시아태평양,Indonesia,인도네시아,Serui,세루이,2.0,세루이
Sevastopol International Airport,세바스토폴 국제공항,UKS,UKFB,유럽,Ukraine,우크라이나,Sevastopol,세바스토폴,-7.0,세바스토폴
Severo Evensk Airport,세베로에벤스크 공항,SWV,n/a,유럽,Russia,러시아,Evensk,예벤스크,1.0,예벤스크
Severodonetsk Airport,세베로도네츠크 공항,n/a,UKCS,유럽,Ukraine,우크라이나,Severodonetsk,세베로도네츠크,-7.0,세베로도네츠크
Severo-Kurilsk Airport,세베로-쿠릴스크 공항,n/a,n/a,유럽,Russia,러시아,Severo-Kurilsk,세베로쿠릴스크,2.0,세베로쿠릴스크
Sevilla Airport,세비야 공항,SVQ,LEZL,유럽,Spain,스페인,Sevilla,세비야,-7.0,세비야
Seychelles International Airport,세이셸 국제 공항,SEZ,FSIA,중동아프리카,Seychelles,세이셸,Mahe Island,마헤 섬,-5.0,마헤 섬
Seymchan Airport,세임찬 공항,n/a,n/a,유럽,Russia,러시아,Seymchan,세이므찬,2.0,세이므찬
Seymour Airport,시모어 공항,GPS,SEGS,중남미,Ecuador,에콰도르,Baltra Island,발트라 섬,-15.0,발트라 섬
Sfax Thyna International Airport,스팍스 티나 국제공항,SFA,DTTX,중동아프리카,Tunisia,튀니지,Sfax,스팍스,-8.0,스팍스
Shache Airport,샤체 공항,QSZ,ZWSC,아시아태평양,China,중국,Shache,샤체,-3.0,샤체
Shageluk Airport,샤겔룩 공항,SHX,PAHX,북미캐나다,United States,미국,Shageluk,샤게룩,-18.0,샤게룩
Shah Amanat International Airport,샤 아마낫 국제 공항,CGP,VGEG,아시아태평양,Bangladesh,방글라데시,Chittagong,치타공,-3.0,치타공
Shah Makhdum Airport,샤 마크둠 공항,RJH,VGRJ,아시아태평양,Bangladesh,방글라데시,Rajshahi,라지샤히,-3.0,라지샤히
Shahid Ashrafi Esfahani Airport,사히드 아쉬라피 에스파하니 공항,KSH,OICC,중동아프리카,Iran,이란,Kermanshah,케르만샤,-4.5,케르만샤
Shahid Sadooghi Airport,사히드 사두히 공항,AZD,OIYY,중동아프리카,Iran,이란,Yazd,야즈드,-4.5,야즈드
Shahjalal International Airport,샤잘랄 국제공항,DAC,VGHS,아시아태평양,Bangladesh,방글라데시,Dhaka,다카,-3.0,다카
Shahrekord Airport,샤레코르드 공항,CQD,OIFS,중동아프리카,Iran,이란,Shahrekord,샤흐레코드,-5.5,샤흐레코드
Shahroud Airport,샤루드 공항,RUD,OIMJ,중동아프리카,Iran,이란,Shahrud,샤흐루드,-5.5,샤흐루드
Shaikh Zayed International Airport,셰이크 자예드 국제공항,RYK,OPRK,중동아프리카,Pakistan,파키스탄,Rahim Yar Khan,라힘 야르 칸,-4.0,라힘 야르 칸
Shravasti Airport,슈레바스티 공항,VSV,VISV,아시아태평양,India,인도,Shravasti,슈라바스티,-3.5,슈라바스티
Shakhtyorsk Airport,샤흐티오르스크 공항,EKS,UHSK,유럽,Russia,러시아,Shakhtyorsk,샤흐툐르스크,1.0,샤흐툐르스크
Shaktoolik Airport,샥툴릭 공항,SKK,PFSH,북미캐나다,United States,미국,Shaktoolik,샥툴리크,-18.0,샥툴리크
Shamattawa Airport,샤마타와 공항,ZTM,CZTM,북미캐나다,Canada,캐나다,Shamattawa,샤마타와,-14.0,샤마타와
Shanghai Hongqiao International Airport,상하이 훙차오 국제공항,SHA,ZSSS,아시아태평양,China,중국,Shanghai,상하이,-1.0,상하이
Shanghai Pudong International Airport,상하이 푸둥 국제공항,PVG,ZSPD,아시아태평양,China,중국,Shanghai,상하이,-1.0,상하이
Shangrao Sanqingshan Airport,상라오 싼칭산 공항,SQD,ZSSR,아시아태평양,China,중국,Shangrao,상라오,-1.0,상라오
Shannan Longzi Airport,산난 롱즈 공항,LGZ,ZUSH,아시아태평양,China,중국,Shannan,산난,-1.0,산난
Shannon Airport,섀넌 공항,SNN,EINN,유럽,Ireland,아일랜드,Shannon,섀넌,-8.0,섀넌
Shaoguan Guitou Airport,샤오관 구이터우 공항,HSC,n/a,아시아태평양,China,중국,Shaoguan,사오관,-1.0,사오관
Shaoyang Wugang Airport,샤오양 우강 공항,WGN,n/a,아시아태평양,China,중국,Shaoyang,샤오양,-1.0,샤오양
Sharjah International Airport,샤르자 국제 공항,SHJ,OMSJ,중동아프리카,United Arab Emirates,아랍에미레이트,Sharjah,샤르자,-5.0,샤르자
Shark Bay Airport,샤크 베이 공항,MJK,YSHK,대양주,Australia,오스트레일리아,Monkey Mia,몽키 마이아,1.0,몽키 마이아
Sharm el Sheikh International Airport,샤름 엘 셰이크 국제 공항,SSH,HESH,중동아프리카,Egypt,이집트,Sharm elSheikh,샤름 엘 셰이크,-6.0,샤름 엘 셰이크
Sharq Al Owainat Airport,샤르크 알 오와이낫 공항,GSQ,HEOW,중동아프리카,Egypt,이집트,Sharq Al Owainat,샤르크 알 오와이나트,-7.0,샤르크 알 오와이나트
Sharurah Domestic Airport,샤루라 국내선 공항,SHW,OESH,중동아프리카,Saudi Arabia,사우디아라비아,Sharurah,샤루라,-6.0,샤루라
Sharypovo Airport,샤리포보 공항,n/a,UNKO,유럽,Russia,러시아,Sharypovo,샤리포보,-2.0,샤리포보
Sheikh ul Alam International Airport,셰이크 울 알람 국제공항,SXR,VISR,아시아태평양,India,인도,Srinagar,스리나가르,-3.5,스리나가르
Sheldon Point Airport,셸던 포인트 공항,SXP,n/a,북미캐나다,United States,미국,Nunam Iqua,누남 이콰,-18.0,누남 이콰
Shell Mera Rio Amazonas Airport,쉘 메라 리오 아마조나스 공항,n/a,SESM,중남미,Ecuador,에콰도르,Shell Mera,셸메라,-14.0,셸메라
Shellharbour Airport,셸하버 공항,WOL,YSHL,대양주,Australia,오스트레일리아,Wollongong,울런공,1.0,울런공
Shenandoah Valley Regional Airport,셰넌도어 밸리 공항,SHD,KSHD,북미캐나다,United States,미국,Staunton-Waynesboro,스톤튼-웨인즈버러,-13.0,스톤튼-웨인즈버러
Shennongjia Hongping Airport,선농자 홍핑 공항,HPG,ZHSN,아시아태평양,China,중국,Shennongjia,선눙자,-1.0,선눙자
Shenyang Taoxian International Airport,선양 타오셴 국제공항,SHE,ZYTX,아시아태평양,China,중국,Shenyang,선양,-1.0,선양
Shenzhen Bao'an International Airport,선전 바오안 국제공항,SZX,ZGSZ,아시아태평양,China,중국,Shenzhen,선전,-1.0,선전
Sherbrooke Airport,셔브룩 공항,YSC,CYSC,북미캐나다,Canada,캐나다,Sherbrooke,셔브룩,-13.0,셔브룩
Sheremetyevo International Airport,셰레메티예보 국제 공항,SVO,UUEE,유럽,Russia,러시아,Moscow,모스크바,-6.0,모스크바
Sheridan County Airport,셰리든 카운티 공항,SHR,KSHR,북미캐나다,United States,미국,Sheridan,셰리든,-16.0,셰리든
Shetland Islands Scatsta Airport,셰틀랜드 제도 스캣스타 공항,n/a,n/a,유럽,United Kingdom,영국,Shetland Islands,셰틀랜드 제도,-8.0,셰틀랜드 제도
Shigatse Peace Airport,시가체 평화 공항,RKZ,ZURK,아시아태평양,China,중국,Shigatse,시가체,-1.0,시가체
Shihezi Huayuan Airport,스허지 화위안 공항,SHF,ZWHZ,아시아태평양,China,중국,Shihezi,스허즈,-3.0,스허즈
Shijiazhuang Zhengding International Airport,스자좡 정딩 국제공항,SJW,ZBSJ,아시아태평양,China,중국,Shijiazhuang,스자좡,-1.0,스자좡
Shilavo Airport,실라보 공항,HIL,HASL,중동아프리카,Ethiopia,이디오피아,Shilavo,실라보,-6.0,실라보
Shillong Airport,실롱 공항,SHL,VEBI,아시아태평양,India,인도,Shillong,실롱,-3.0,실롱
Shimla Airport,심라 공항,SLV,VISM,아시아태평양,India,인도,Simla,심라,-3.5,심라
Shimojishima Airport,시모지시마 공항,SHI,RORS,아시아태평양,Japan,일본,Shimojishima,시모지시마,0.0,시모지시마
Shinyanga Airport,신양가공항,SHY,HTSY,중동아프리카,Tanzania,탄자니아,Shinyanga,신양가,-6.0,신양가
Shirak Airport,시락 공항,LWN,UDSG,아시아태평양,Armenia,아르메니아,Gyumri,?리,-5.0,?리
Shiraz International Airport,시라즈 국제공항,SYZ,OISS,중동아프리카,Iran,이란,Shiraz,시라즈,-5.5,시라즈
Shirdi Airport,쉬르디 공항,SAG,VASD,아시아태평양,India,인도,Shirdi,시르디,-3.5,시르디
Shire Airport,샤이어 공항,SHC,n/a,중동아프리카,Ethiopia,이디오피아,IndaSelassie,인다셀라시에,-6.0,인다셀라시에
Shishmaref Airport,시슈마레프 공항,SHH,PASH,북미캐나다,United States,미국,Shishmaref,시쉬마레프,-18.0,시쉬마레프
Shivamogga Airport,시바마가 공항,RQY,VOSH,아시아태평양,India,인도,Shivamogga,시바모가,-3.5,시바모가
Shiyan Wudangshan Airport,스옌 우당산 공항,WDS,ZHSY,아시아태평양,China,중국,Shiyan,스옌,-1.0,스옌
Shizuoka Airport,시즈오카 공항,FSZ,RJNS,아시아태평양,Japan,일본,Shizuoka,시즈오카,0.0,시즈오카
Shonai Airport,쇼나이 공항,SYO,RJSY,아시아태평양,Japan,일본,Shonai,쇼나이,0.0,쇼나이
Shoreham Airport,쇼어햄 공항,ESH,EGKA,유럽,United Kingdom,영국,Shoreham,쇼어햄,-8.0,쇼어햄
Show Low Regional Airport,로우 지역 공항표시,SOW,KSOW,북미캐나다,United States,미국,Show Low,쇼 로우,-16.0,쇼 로우
Sokol Airport,소콜 공항,GDX,UHMM,유럽,Russia,러시아,Magadan,마가단,2.0,마가단
Shreveport Regional Airport,슈리브포트 공항,SHV,KSHV,북미캐나다,United States,미국,Shreveport,슈리브포트,-15.0,슈리브포트
Shri Guru Gobind Singh Ji Airport,스리 구루 고빈드 싱 지 공항,NDC,VAND,아시아태평양,India,인도,Nanded,난데드,-3.5,난데드
Shungnak Airport,슝낙 공항,SHG,PAGH,북미캐나다,United States,미국,Shungnak,슝낙,-18.0,슝낙
Shuozhou Zirun Airport,슈저우 즈룬 공항,SZH,ZBSG,아시아태평양,China,중국,Shuozhou,숴저우,-1.0,숴저우
Shushenskoye Airport,슈셴스코에 공항,n/a,UNAU,유럽,Russia,러시아,Shushenskoye,슈셴스코예,-2.0,슈셴스코예
Shymkent International Airport,쉼켄트 국제 공항,CIT,UAII,아시아태평양,Kazakhstan,카자흐스탄,Shymkent,심켄트,-4.0,심켄트
Sialkot International Airport,시알코트 국제 공항,SKT,OPST,중동아프리카,Pakistan,파키스탄,Sialkot,시아르콧,-4.0,시아르콧
siauliai International Airport,샤울라이 국제공항,SQQ,EYSA,유럽,Lithuania,리투아니아,siauliai,시아울리아이,-6.0,시아울리아이
Sibisa Airport,시비사 공항,SIW,WIMP,아시아태평양,Indonesia,인도네시아,Parapat,파라팟,-2.0,파라팟
Sibiti Airport,시비티 공항,SIB,FCBS,중동아프리카,Republic of the Congo,콩고,Sibiti,시비티,-8.0,시비티
Sibiu International Airport,시비우 국제 공항,SBZ,LRSB,유럽,Romania,루마니아,Sibiu,시비우,-7.0,시비우
Sibu Airport,시부 공항,SBW,WBGS,아시아태평양,Malaysia,말레이시아,Sibu,시부,-1.0,시부
Sibulan Airport,시불란 공항,DGT,RPVD,아시아태평양,Philippines,필리핀,Dumaguete,두마게테,-1.0,두마게테
Sicogon Airport,시코곤 공항,ICO,n/a,아시아태평양,Philippines,필리핀,Sicogon,시코곤,-1.0,시코곤
Sidi Mahdi Airport,시디 마흐디 공항,TGR,DAUK,중동아프리카,Algeria,알제리,Touggourt,투구르트,-8.0,투구르트
Sidney Municipal Airport,시드니 뮤니시펄 공항,SNY,KSNY,북미캐나다,United States,미국,Sidney,시드니,-16.0,시드니
Sidney Richland Municipal Airport,시드니 리치랜드 공항,SDY,KSDY,북미캐나다,United States,미국,Sidney,시드니,-16.0,시드니
Siegerland Airport,시거랜드 공항,SGE,EDGS,유럽,Germany,독일,Siegen,지겐,-7.0,지겐
Siem Reap AirportInternational,씨엠립 공항국제공항,SAI,VDSA,아시아태평양,Cambodia,캄보디아,Siem Reap,시엠레아프,-2.0,시엠레아프
Siem Reap International Airport,시엠립 국제공항,REP,VDSR,아시아태평양,Cambodia,캄보디아,Siem Reap,시엠레아프,-2.0,시엠레아프
Sierra Maestra Airport,시에라 마에스트라 공항,MZO,MUMZ,중남미,Cuba,쿠바,Manzanillo,만사니요,-15.0,만사니요
Sierra Vista Municipal Airport,시에라 비스타 시립공항,FHU,KFHU,북미캐나다,United States,미국,Fort Huachuca,포트 후아추카,-16.0,포트 후아추카
Sigiriya Airport,시기리야 공항,GIU,VCCS,아시아태평양,Sri Lanka,스리랑카,Sigiriya,시기리야,-3.5,시기리야
Sihanoukville International Airport,시아누크빌 국제공항,KOS,VDSV,아시아태평양,Cambodia,캄보디아,Sihanoukville,시하누크빌,-2.0,시하누크빌
Siirt Airport,시이르트 공항,SXZ,LTCL,유럽,Turkey,터키,Siirt,시르트,-6.0,시르트
Sikorsky Memorial Airport,시코르스키 메모리얼 공항,BDR,KBDR,북미캐나다,United States,미국,Bridgeport,브리지포트,-13.0,브리지포트
Silampari Airport,실람파리 공항,LLJ,WIPB,아시아태평양,Indonesia,인도네시아,Lubuklinggau,루북링가우,-2.0,루북링가우
Silangit Airport,실랑깃 공항,DTB,WIMN,아시아태평양,Indonesia,인도네시아,Siborong-Borong,시보롱-보롱,-2.0,시보롱-보롱
Silchar Airport,실차르 공항,IXS,VEKU,아시아태평양,India,인도,Silchar,실차르,-3.0,실차르
Silver Creek Airport,실버 크릭 공항,SVK,n/a,중남미,Belize,벨리즈,Belize City,벨리즈 시티,-15.0,벨리즈 시티
SIlvio Name JUnior Regional Airport,마링가 지역 공항,MGF,SBMG,중남미,Brazil,브라질,Maringa,마링가,-12.0,마링가
Silvio Pettirossi International Airport,실비오 페티로시 국제공항,ASU,SGAS,중남미,Paraguay,파라과이,Asuncion,아순시온,-13.0,아순시온
Simanggang Airport,시망강 공항,SGG,WBGY,아시아태평양,Malaysia,말레이시아,Sermiligaaq,세르밀리가크,-11.0,세르밀리가크
Simara Airport,시마라 공항,SIF,VNSI,아시아태평양,Nepal,네팔,Simara,시마라,-3.75,시마라
Simferopol International Airport,심페로폴 국제 공항,SIP,UKFF,유럽,Ukraine,우크라이나,Simferopol,심페로폴,-7.0,심페로폴
Simikot Airport,시미콧 공항,IMK,VNST,아시아태평양,Nepal,네팔,Simikot,시미콧,-3.75,시미콧
Simon BolIvar International Airport,시몬 볼리바르 국제 공항,CCS,SVMI,중남미,Venezuela,베네수엘라,Caracas,카라카스,-13.0,카라카스
Simon BolIvar International Airport,시몬 볼리바르 국제 공항,SMR,SKSM,중남미,Colombia,콜롬비아,Santa Marta,산타 마르타,-14.0,산타 마르타
Simon Mwansa Kapwepwe International Airport,시몬 음완사 카프웨프웨 국제공항,NLA,FLSK,중동아프리카,Zambia,잠비아,Ndola,은돌라,-7.0,은돌라
Sindal Airport,신달 공항,CNL,EKSN,유럽,Denmark,덴마크,Sindal,신달,-7.0,신달
