"출발국가","출발공항","공항코드","운항일자","계획시간","실제시간","운항편명","환승승객"
"일본","삿포로","CTS","2024-12-23","07:40","07:57","ZE621","0"
"일본","나고야","NGO","2024-12-23","07:40","09:02","LJ345","5"
"베트남","다낭","DAD","2024-12-23","07:45","08:06","TW125","2"
"몽골","신 울란바토르","UBN","2024-12-23","07:45","08:08","KE197","32"
"일본","히로시마","HIJ","2024-12-23","07:45","08:38","7C1611","0"
"필리핀","마닐라","MNL","2024-12-23","07:45","08:39","KE621","276"
"일본","구마모토","KMJ","2024-12-23","07:50","08:13","TW275","2"
"중국","베이징/서우두","PEK","2024-12-23","07:55","08:14","KE859","72"
"일본","오사카/ 간사이","KIX","2024-12-23","07:55","08:17","TW281","17"
"대만","타이중/칭촨강","RMQ","2024-12-23","07:55","08:27","LJ735","0"
"중국","선양(심양)","SHE","2024-12-23","07:55","09:46","TW613","7"
"일본","오사카/ 간사이","KIX","2024-12-23","08:00","08:14","LJ231","1"
"일본","후쿠오카","FUK","2024-12-23","08:00","08:21","KE787","12"
"대만","타이베이","TPE","2024-12-23","08:00","08:22","ZE881","0"
"일본","나가사키","NGS","2024-12-23","08:00","08:23","KE797","4"
"필리핀","세부","CEB","2024-12-23","08:00","09:33","TW175","7"
"일본","오키나와","OKA","2024-12-23","08:05","08:25","KE755","10"
"일본","오사카/ 간사이","KIX","2024-12-23","08:05","08:25","OZ112","57"
"일본","도쿄/나리타","NRT","2024-12-23","08:05","08:35","LJ217","1"
"베트남","하노이","HAN","2024-12-23","08:05","08:42","KE441","89"
"일본","도쿄/나리타","NRT","2024-12-23","08:10","08:28","RS705","0"
"일본","나고야","NGO","2024-12-23","08:10","08:31","OZ122","45"
"홍콩","홍콩","HKG","2024-12-23","08:10","08:33","KE171","27"
"일본","후쿠오카","FUK","2024-12-23","08:10","08:33","RS727","0"
"중국","칭다오","TAO","2024-12-23","08:10","08:37","7C8401","0"
"일본","도쿄/나리타","NRT","2024-12-23","08:10","08:41","7C1101","0"
"중국","선전","SZX","2024-12-23","08:15","08:35","KE827","12"
"일본","미야코지마/시모지시마","SHI","2024-12-23","08:15","09:22","LJ357","0"
"필리핀","마닐라","MNL","2024-12-23","08:20","08:44","5J185","1"
"중국","베이징/서우두","PEK","2024-12-23","08:20","09:01","OZ331","40"
"중국","상하이/푸동","PVG","2024-12-23","08:25","08:56","KE893","67"
"일본","도쿄/나리타","NRT","2024-12-23","08:25","09:50","RF326","0"
"중국","칭다오","TAO","2024-12-23","08:30","08:46","MU2044","0"
"일본","삿포로","CTS","2024-12-23","08:30","08:49","LJ301","11"
"중국","광저우","CAN","2024-12-23","08:30","08:50","OZ369","5"
"괌","괌","GUM","2024-12-23","08:35","09:04","TW303","0"
"일본","도쿄/나리타","NRT","2024-12-23","08:35","09:35","TW211","14"
"일본","도쿄/나리타","NRT","2024-12-23","08:40","08:52","ZE601","0"
"한국","부산","PUS","2024-12-23","08:40","08:57","KE1429","70"
"일본","후쿠오카","FUK","2024-12-23","08:40","09:13","OZ132","22"
"중국","칭다오","TAO","2024-12-23","08:45","08:48","SC4622","1"
"일본","다카마쓰","TAK","2024-12-23","08:45","09:05","RS741","0"
"일본","도쿄/나리타","NRT","2024-12-23","08:45","09:09","YP731","0"
"괌","괌","GUM","2024-12-23","08:45","09:31","LJ915","0"
"일본","가고시마","KOJ","2024-12-23","08:45","09:55","KE785","8"
"싱가포르","싱가포르","SIN","2024-12-23","08:50","09:12","SQ607","0"
"중국","선양(심양)","SHE","2024-12-23","08:50","09:28","KE831","39"
"중국","장사","CSX","2024-12-23","08:55","09:09","KE819","5"
"중국","상하이/푸동","PVG","2024-12-23","08:55","09:15","MU5052","11"
"중국","톈진","TSN","2024-12-23","08:55","09:18","OZ327","1"
"중국","광저우","CAN","2024-12-23","08:55","09:26","KE865","22"
"일본","오사카/ 간사이","KIX","2024-12-23","08:55","09:53","LJ233","22"
"홍콩","홍콩","HKG","2024-12-23","09:00","09:20","OZ721","11"
"중국","옌지(연길)","YNJ","2024-12-23","09:00","09:24","OZ351","11"
"일본","오사카/ 간사이","KIX","2024-12-23","09:00","09:32","KE723","70"
"독일","프랑크푸르트","FRA","2024-12-23","09:00","09:43","OZ541","9"
"일본","도쿄/나리타","NRT","2024-12-23","09:00","09:44","OZ102","92"
"대만","타이베이","TPE","2024-12-23","09:00","10:47","KE185","39"
"일본","오사카/ 간사이","KIX","2024-12-23","09:05","09:26","ZE611","0"
"중국","상하이/푸동","PVG","2024-12-23","09:05","09:32","OZ361","18"
"중국","칭다오","TAO","2024-12-23","09:05","09:54","KE845","31"
"일본","오사카/ 간사이","KIX","2024-12-23","09:10","09:23","BX172","0"
"일본","삿포로","CTS","2024-12-23","09:10","09:29","OZ174","37"
"베트남","호찌민","SGN","2024-12-23","09:10","09:37","KE469","67"
"미국","보스턴","BOS","2024-12-23","09:10","09:38","KE091","102"
"중국","정저우","CGO","2024-12-23","09:10","09:40","KE131","14"
"일본","오사카/ 간사이","KIX","2024-12-23","09:10","09:47","7C1303","0"
"베트남","하노이","HAN","2024-12-23","09:10","10:03","OZ729","39"
"중국","시안","XIY","2024-12-23","09:15","09:35","KE811","18"
"태국","방콕/수완나품","BKK","2024-12-23","09:15","09:41","KE657","78"
"일본","도쿄/나리타","NRT","2024-12-23","09:15","09:41","ZE607","0"
"괌","괌","GUM","2024-12-23","09:15","09:49","KE421","5"
"중국","우한","WUH","2024-12-23","09:15","09:51","KE137","14"
"몽골","신 울란바토르","UBN","2024-12-23","09:20","09:57","OZ567","21"
"필리핀","칼리보","KLO","2024-12-23","09:20","09:59","TW139","1"
"일본","도쿄/나리타","NRT","2024-12-23","09:20","10:16","RS701","0"
"중국","옌지(연길)","YNJ","2024-12-23","09:25","10:01","KE117","20"
"중국","베이징/다싱","PKX","2024-12-23","09:25","10:09","CZ316","0"
"일본","센다이","SDJ","2024-12-23","09:30","09:56","OZ152","7"
"태국","방콕/수완나품","BKK","2024-12-23","09:35","09:55","TG659","27"
"미국","디트로이트","DTW","2024-12-23","09:35","10:02","DL158","86"
"중국","다롄(대련)","DLC","2024-12-23","09:35","10:05","OZ301","15"
"일본","오키나와","OKA","2024-12-23","09:35","10:07","OZ172","10"
"일본","후쿠오카","FUK","2024-12-23","09:35","10:36","ZE641","0"
"괌","괌","GUM","2024-12-23","09:35","11:03","LJ913","3"
"일본","미야자키","KMI","2024-12-23","09:40","10:04","OZ158","5"
"한국","부산","PUS","2024-12-23","09:40","10:10","KE1407","154"
"대만","타이베이","TPE","2024-12-23","09:40","10:21","LJ731","0"
"미국","애틀랜타","ATL","2024-12-23","09:45","10:08","KE035","117"
"대만","타이베이","TPE","2024-12-23","09:45","10:27","OZ711","39"
"홍콩","홍콩","HKG","2024-12-23","09:50","10:17","7C2101","0"
"미국","뉴욕/존에프케네디","JFK","2024-12-23","09:50","10:19","OZ222","51"
"프랑스","파리/샤를드골","CDG","2024-12-23","09:50","10:19","TW401","9"
"마카오","마카오","MFM","2024-12-23","09:55","10:13","NX825","3"
"일본","오사카/ 간사이","KIX","2024-12-23","09:55","10:22","ZE615","0"
"중국","선전","SZX","2024-12-23","09:55","10:30","OZ371","5"
"일본","도쿄/나리타","NRT","2024-12-23","09:55","10:32","KE703","42"
"일본","나고야","NGO","2024-12-23","10:00","10:29","7C1201","3"
"미국","뉴욕/존에프케네디","JFK","2024-12-23","10:00","10:41","KE081","49"
"독일","프랑크푸르트","FRA","2024-12-23","10:00","10:45","TW403","2"
"우즈베키스탄","타슈켄트","TAS","2024-12-23","10:00","10:52","HY512","2"
"베트남","푸꾸옥","PQC","2024-12-23","10:00","10:54","KE483","9"
"괌","괌","GUM","2024-12-23","10:05","10:17","7C3101","0"
"중국","샤먼","XMN","2024-12-23","10:05","10:23","KE125","0"
"홍콩","홍콩","HKG","2024-12-23","10:05","10:39","CX417","0"
"일본","삿포로","CTS","2024-12-23","10:05","10:45","KE765","36"
"태국","치앙마이","CNX","2024-12-23","10:05","10:50","KE675","5"
"사이판","사이판","SPN","2024-12-23","10:10","10:23","7C3211","1"
"일본","후쿠오카","FUK","2024-12-23","10:10","10:30","TW291","12"
"베트남","다낭","DAD","2024-12-23","10:10","10:36","VN431","9"
"중국","시안","XIY","2024-12-23","10:10","10:38","OZ347","2"
"일본","오키나와","OKA","2024-12-23","10:10","10:41","LJ341","1"
"미국","워싱턴","IAD","2024-12-23","10:15","10:52","KE093","61"
"중국","톈진","TSN","2024-12-23","10:15","10:56","KE805","18"
"일본","도쿄/나리타","NRT","2024-12-23","10:20","10:55","TW213","6"
"캐나다","토론토","YYZ","2024-12-23","10:20","10:59","KE073","98"
"일본","도쿄/나리타","NRT","2024-12-23","10:20","11:01","LJ205","2"
"미국","댈러스포트워스","DFW","2024-12-23","10:20","11:06","KE031","102"
"일본","삿포로","CTS","2024-12-23","10:20","11:13","TW251","4"
"중국","웨이하이","WEH","2024-12-23","10:30","11:00","7C8501","26"
"중국","난징","NKG","2024-12-23","10:30","11:08","KE101","14"
"일본","도쿄/나리타","NRT","2024-12-23","10:35","10:49","7C1103","3"
"일본","후쿠오카","FUK","2024-12-23","10:35","10:57","7C1403","0"
"베트남","하노이","HAN","2024-12-23","10:35","10:58","VN417","6"
"인도네시아","자카르타/수카르노하타","CGK","2024-12-23","10:35","11:02","GA879","0"
"베트남","호찌민","SGN","2024-12-23","10:35","11:10","VN409","6"
"일본","나고야","NGO","2024-12-23","10:35","11:11","KE741","25"
"프랑스","파리/샤를드골","CDG","2024-12-23","10:35","11:12","OZ501","6"
"일본","오사카/ 간사이","KIX","2024-12-23","10:35","11:36","MM702","0"
"중국","베이징/서우두","PEK","2024-12-23","10:40","11:04","CA710","4"
"영국","런던/히드로","LHR","2024-12-23","10:40","11:16","KE907","4"
"홍콩","홍콩","HKG","2024-12-23","10:40","11:29","KE173","0"
"미국","시카고/오헤어","ORD","2024-12-23","10:40","11:47","KE037","75"
"베트남","다낭","DAD","2024-12-23","10:40","12:07","7C2901","0"
"대만","타이베이","TPE","2024-12-23","10:40","12:27","7C2601","3"
"일본","후쿠오카","FUK","2024-12-23","10:45","11:08","KE791","3"
"터키","이스탄불","IST","2024-12-23","10:45","12:31","TK021","0"
"중국","광저우","CAN","2024-12-23","10:50","11:06","CZ340","0"
"라오스","비엔티안","VTE","2024-12-23","10:50","11:15","QV924","9"
"태국","방콕/수완나품","BKK","2024-12-23","10:50","11:20","TG657","5"
"중국","상하이/푸동","PVG","2024-12-23","10:50","11:23","OZ363","9"
"체코","프라하","PRG","2024-12-23","10:50","11:26","KE969","1"
"베트남","호찌민","SGN","2024-12-23","10:50","12:13","VJ863","0"
"마카오","마카오","MFM","2024-12-23","11:00","11:24","7C2001","0"
"말레이시아","쿠알라룸푸르","KUL","2024-12-23","11:05","11:18","MH067","7"
"베트남","하노이","HAN","2024-12-23","11:05","11:30","VJ961","1"
"일본","오사카/ 간사이","KIX","2024-12-23","11:05","11:40","KE727","13"
"일본","오이타","OIT","2024-12-23","11:05","12:05","7C1811","2"
"베트남","다낭","DAD","2024-12-23","11:10","11:34","KE457","4"
"중국","베이징/서우두","PEK","2024-12-23","11:10","11:42","KE855","14"
"중국","상하이/푸동","PVG","2024-12-23","11:10","11:55","KE897","5"
"일본","후쿠오카","FUK","2024-12-23","11:15","11:38","BX158","0"
"중국","다롄(대련)","DLC","2024-12-23","11:20","11:32","CZ686","0"
"태국","방콕/돈므앙","DMK","2024-12-23","11:20","11:44","XJ701","1"
"캄보디아","프놈펜","PNH","2024-12-23","11:20","11:51","ZA216","0"
"스페인","바르셀로나","BCN","2024-12-23","11:30","11:59","TW407","4"
"멕시코","멕시코시티","MEX","2024-12-23","11:30","12:01","AM091","3"
"중국","우시","WUX","2024-12-23","11:35","11:53","MU2990","1"
"인도네시아","덴파사르","DPS","2024-12-23","11:35","11:57","GA871","0"
"스리랑카","콜롬보","CMB","2024-12-23","11:35","12:03","UL471","11"
"일본","오키나와","OKA","2024-12-23","11:35","12:11","ZE631","0"
"대만","타이베이","TPE","2024-12-23","11:40","12:18","BR169","1"
"일본","오키나와","OKA","2024-12-23","11:40","12:20","TW271","3"
"중국","지난","TNA","2024-12-23","11:45","12:14","SC8002","1"
"일본","구마모토","KMJ","2024-12-23","11:50","12:21","OZ160","0"
"일본","도쿄/나리타","NRT","2024-12-23","11:50","12:48","7C1105","10"
"중국","옌타이","YNT","2024-12-23","11:55","12:22","MU550","2"
"일본","오사카/ 간사이","KIX","2024-12-23","11:55","12:36","LJ237","0"
"중국","항저우","HGH","2024-12-23","11:55","12:50","KE107","10"
"중국","칭다오","TAO","2024-12-23","12:00","12:24","MU2040","0"
"대만","가오슝","KHH","2024-12-23","12:00","12:31","CI165","1"
"일본","후쿠오카","FUK","2024-12-23","12:00","13:08","LJ263","1"
"일본","삿포로","CTS","2024-12-23","12:05","12:25","7C1503","10"
"프랑스","파리/샤를드골","CDG","2024-12-23","12:05","12:37","KE901","4"
"일본","오사카/ 간사이","KIX","2024-12-23","12:10","12:29","TW283","3"
"중국","상하이/푸동","PVG","2024-12-23","12:15","12:34","CZ314","0"
"중국","난징","NKG","2024-12-23","12:15","12:43","MU580","1"
"헝가리","부다페스트","BUD","2024-12-23","12:15","12:46","KE961","10"
"프랑스","파리/샤를드골","CDG","2024-12-23","12:15","12:58","AF267","1"
"중국","칭다오","TAO","2024-12-23","12:20","12:40","SC4610","1"
"중국","하얼빈","HRB","2024-12-23","12:20","12:53","OZ339","33"
"중국","항저우","HGH","2024-12-23","12:25","12:54","MU5072","1"
"대만","타이베이","TPE","2024-12-23","12:25","13:16","CI161","1"
"영국","런던/히드로","LHR","2024-12-23","12:25","13:23","OZ521","42"
"이탈리아","밀라노","MXP","2024-12-23","12:25","13:33","KE927","9"
"홍콩","홍콩","HKG","2024-12-23","12:30","12:34","UO619","0"
"중국","항저우","HGH","2024-12-23","12:30","13:10","OZ359","7"
"일본","삿포로","CTS","2024-12-23","12:35","12:56","BX188","0"
"싱가포르","싱가포르","SIN","2024-12-23","12:35","13:06","SQ611","0"
"일본","후쿠오카","FUK","2024-12-23","12:40","13:13","OZ134","7"
"일본","도쿄/나리타","NRT","2024-12-23","12:40","13:18","OZ104","20"
"일본","오사카/ 간사이","KIX","2024-12-23","12:40","13:21","BX174","0"
"중국","톈진","TSN","2024-12-23","12:45","13:20","CA172","1"
"인도","델리","DEL","2024-12-23","12:45","13:25","KE497","18"
"미국","샌프란시스코","SFO","2024-12-23","12:45","13:29","UA806","23"
"아랍에미리트","두바이","DXB","2024-12-23","12:45","13:30","KE951","0"
"네팔","카트만두","KTM","2024-12-23","12:45","14:07","KE695","90"
"중국","다롄(대련)","DLC","2024-12-23","12:50","13:38","KE869","36"
"중국","베이징/서우두","PEK","2024-12-23","12:50","13:41","OZ333","16"
"중국","선양(심양)","SHE","2024-12-23","12:55","13:27","CZ682","4"
"일본","삿포로","CTS","2024-12-23","12:55","13:35","KE769","23"
"중국","상하이/푸동","PVG","2024-12-23","12:55","13:57","MU5042","0"
"필리핀","마닐라","MNL","2024-12-23","13:00","14:03","Z2885","3"
"일본","사가","HSG","2024-12-23","13:05","13:43","TW273","0"
"일본","마쓰야마","MYJ","2024-12-23","13:05","13:51","7C1703","0"
"일본","도쿄/나리타","NRT","2024-12-23","13:05","13:58","ZG042","0"
"중국","칭다오","TAO","2024-12-23","13:05","14:00","KE843","30"
"중국","베이징/서우두","PEK","2024-12-23","13:10","13:45","CA124","0"
"일본","후쿠오카","FUK","2024-12-23","13:10","13:47","KE789","11"
"일본","오사카/ 간사이","KIX","2024-12-23","13:10","13:55","RS713","0"
"중국","칭다오","TAO","2024-12-23","13:15","14:05","MU2034","0"
"중국","창춘","CGQ","2024-12-23","13:20","13:53","CZ688","0"
"몽골","신 울란바토르","UBN","2024-12-23","13:20","14:10","OM302","17"
"미국","로스앤젤레스","LAX","2024-12-23","13:20","14:12","YP101","1"
"중국","샤먼","XMN","2024-12-23","13:20","14:14","MF872","0"
"일본","오키나와","OKA","2024-12-23","13:20","14:27","7C1801","0"
"대만","가오슝","KHH","2024-12-23","13:25","14:16","TW671","0"
"독일","뮌헨","MUC","2024-12-23","13:30","14:25","LH719","1"
"일본","도쿄/나리타","NRT","2024-12-23","13:35","14:23","KE711","5"
"일본","도쿄/나리타","NRT","2024-12-23","13:40","14:19","NQ022","0"
"중국","항저우","HGH","2024-12-23","13:45","14:21","CA140","0"
"홍콩","홍콩","HKG","2024-12-23","13:50","14:32","CX453","0"
"일본","다카마쓰","TAK","2024-12-23","13:50","15:24","LJ359","0"
"터키","이스탄불","IST","2024-12-23","13:55","14:29","KE955","8"
"중국","선전","SZX","2024-12-23","13:55","14:31","CZ3090","0"
"중국","칭다오","TAO","2024-12-23","14:00","14:36","SC4612","0"
"중국","충칭","CKG","2024-12-23","14:00","14:40","CA440","3"
"중국","웨이하이","WEH","2024-12-23","14:00","14:43","MU2018","9"
"대만","타이베이","TPE","2024-12-23","14:00","14:46","OZ713","14"
"한국","부산","PUS","2024-12-23","14:05","14:34","KE1411","60"
"홍콩","홍콩","HKG","2024-12-23","14:05","14:38","HB761","0"
"마카오","마카오","MFM","2024-12-23","14:05","14:42","NX821","0"
"이탈리아","로마","FCO","2024-12-23","14:05","14:47","KE931","7"
"일본","히로시마","HIJ","2024-12-23","14:05","14:53","7C1613","2"
"일본","오사카/ 간사이","KIX","2024-12-23","14:10","15:02","OZ114","8"
"우즈베키스탄","타슈켄트","TAS","2024-12-23","14:10","15:22","HH822","1"
"중국","난징","NKG","2024-12-23","14:15","15:08","OZ349","5"
"중국","원저우","WNZ","2024-12-23","14:20","14:49","CA740","1"
"중국","시안","XIY","2024-12-23","14:20","14:51","MU5022","1"
